pred_person,true_person,pred_rank,true_rank,pred_title_or_role,true_title_or_role,pred_organization,true_organization,line_number,source_uuid,link_to_ann
S. Mohammed,"S. Mohammed,",['General'],['General'],['commander'],['commander'],['82 Division Garrison'],['82 Division Garrison'],4,34cc8b2c-1cb1-44b2-87ae-af6e04fbbe08,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/34cc8b2c-1cb1-44b2-87ae-af6e04fbbe08.txt
Shehu Yusuf,,['Major General'],[],[],[],['82 Division Garrison'],[],6,34cc8b2c-1cb1-44b2-87ae-af6e04fbbe08,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/34cc8b2c-1cb1-44b2-87ae-af6e04fbbe08.txt
A. Adefarati,A. Adefarati,['Brig. Gen'],['Brig. Gen.'],['chief of staff'],['chief of staff'],['82 Division'],['82 Division'],7,34cc8b2c-1cb1-44b2-87ae-af6e04fbbe08,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/34cc8b2c-1cb1-44b2-87ae-af6e04fbbe08.txt
Texas Chukwu,Texas Chukwu,['Brig.-Gen'],['Brig.-Gen.'],"['Director, Army Public Relations']","['Director, Army Public Relations']",[],[],3,2de9f5ea-c360-427e-b742-f1ddfa01c0b3,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/2de9f5ea-c360-427e-b742-f1ddfa01c0b3.txt
Lucky Irabor,Lucky Irabor,['Maj.-Gen'],['Maj.-Gen.'],['Theatre Commander'],['Theatre Commander'],['Operation Lafiya Dole'],['Operation Lafiya Dole'],3,949241ed-6b48-4dfe-a7d3-aad59ce53b73,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/949241ed-6b48-4dfe-a7d3-aad59ce53b73.txt
Tukur Buratai,Tukur Buratai,['Lt. –Gen'],['Lt. –Gen.'],['Chief of Army Staff'],['Chief of Army Staff'],[],[],15,949241ed-6b48-4dfe-a7d3-aad59ce53b73,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/949241ed-6b48-4dfe-a7d3-aad59ce53b73.txt
Sani Usman,Sani Usman,['Colonel'],['Colonel'],['Army spokesman'],['Army spokesman'],['3 Division'],[],3,2fc0f588-8af2-4c04-841c-3d44f42b6ffd,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/2fc0f588-8af2-4c04-841c-3d44f42b6ffd.txt
Usman,,['Colonel'],[],[],[],[],[],4,2fc0f588-8af2-4c04-841c-3d44f42b6ffd,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/2fc0f588-8af2-4c04-841c-3d44f42b6ffd.txt
Musa Abdullahi,,[],[],[],[],[],[],5,2fc0f588-8af2-4c04-841c-3d44f42b6ffd,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/2fc0f588-8af2-4c04-841c-3d44f42b6ffd.txt
Victor Okwudili Ezugwu,Victor Okwudili Ezugwu,['Brigadier General'],['Brigadier General'],['General Officer Commanding'],['General Officer Commanding'],['7 Division'],['7 Division'],14,2fc0f588-8af2-4c04-841c-3d44f42b6ffd,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/2fc0f588-8af2-4c04-841c-3d44f42b6ffd.txt
Habib Bama,,[],[],[],[],[],[],3,d9ae6e20-eb12-4c81-9286-32756ea33a82,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d9ae6e20-eb12-4c81-9286-32756ea33a82.txt
Gbadegesin Toyin,,['ASP'],[],['Acting Police Public Relations Officer'],[],[],[],5,d9ae6e20-eb12-4c81-9286-32756ea33a82,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d9ae6e20-eb12-4c81-9286-32756ea33a82.txt
Onyeabor Ihejirika,Onyeabor Ihejirika,['Lt. General'],['Lt. General'],['Chief of Army Staff'],['Chief of Army Staf'],[],[],9,d9ae6e20-eb12-4c81-9286-32756ea33a82,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d9ae6e20-eb12-4c81-9286-32756ea33a82.txt
Habib Bama,,[],[],[],[],[],[],12,d9ae6e20-eb12-4c81-9286-32756ea33a82,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d9ae6e20-eb12-4c81-9286-32756ea33a82.txt
Charles Iroagbu,,['Colonel'],[],['Director of Army Chaplaincy'],[],['Nigeria Army'],[],16,d9ae6e20-eb12-4c81-9286-32756ea33a82,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d9ae6e20-eb12-4c81-9286-32756ea33a82.txt
Adamu Marwa,Adamu Marwa,['Maj.-Gen'],['Maj.-Gen'],['General Officer Commanding'],['General Officer Commanding'],['3 Armoured Division'],['3 Armoured Division'],2,cd2518d9-5399-4a89-aca4-cade1f015461,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/cd2518d9-5399-4a89-aca4-cade1f015461.txt
,Davies Akpofure,[],['Air Commodore'],[],['Commander'],[],['330 Nigerian Air Force Station'],6,cd2518d9-5399-4a89-aca4-cade1f015461,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/cd2518d9-5399-4a89-aca4-cade1f015461.txt
Marwa,,[],[],[],[],['Nigerian Army'],[],11,cd2518d9-5399-4a89-aca4-cade1f015461,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/cd2518d9-5399-4a89-aca4-cade1f015461.txt
Jatau Alexander,Jatau Alexander,['Brig.-Gen'],['Brig.-Gen.'],[],['Commander'],['3 Division Garrison Commander'],['3 Division Garriso'],12,cd2518d9-5399-4a89-aca4-cade1f015461,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/cd2518d9-5399-4a89-aca4-cade1f015461.txt
Alexander,,[],[],[],[],[],[],14,cd2518d9-5399-4a89-aca4-cade1f015461,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/cd2518d9-5399-4a89-aca4-cade1f015461.txt
Kingsley Samuel,Kingsley Samuel,['Colonel'],['Colonel'],"['Director, Army Public Rations']","['Director, Army Public Rations']",['7 Division'],['7 Division'],3,6ab9c4ae-b626-4f4b-9a3e-d90d19518ab8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6ab9c4ae-b626-4f4b-9a3e-d90d19518ab8.txt
Abayomi Olonisakin,Abayomi Olonisakin,['Gen'],['Gen.'],['Chief of Defence Staff'],['Chief of Defence Staff'],[],[],8,6ab9c4ae-b626-4f4b-9a3e-d90d19518ab8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6ab9c4ae-b626-4f4b-9a3e-d90d19518ab8.txt
Tukur Buratai;,Tukur Buratai,['Lt. Gen'],['Lt. Gen.'],"['Chief of Army Staff', 'Chief of Air Staff']",['Chief of Army Staff'],[],[],9,6ab9c4ae-b626-4f4b-9a3e-d90d19518ab8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6ab9c4ae-b626-4f4b-9a3e-d90d19518ab8.txt
Sadique Abubakar;,Sadique Abubakar,['Air Marshal'],['Air Marshal'],[],['Chief of Air Staff'],[],[],9,6ab9c4ae-b626-4f4b-9a3e-d90d19518ab8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6ab9c4ae-b626-4f4b-9a3e-d90d19518ab8.txt
Ibok Ete-Ibas,Ibok Ete-Ibas,['Vice Admiral'],['Vice Admiral'],['Chief of Naval Staff'],['Chief of Naval Staff'],['Operation Lafiya Dole'],[],9,6ab9c4ae-b626-4f4b-9a3e-d90d19518ab8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6ab9c4ae-b626-4f4b-9a3e-d90d19518ab8.txt
Onyema Nwachukwu,Onyema Nwachukwu,['Colonel'],['Colonel'],"['Deputy Director, Army Public Relations', 'theatre command’s spokesman']","['spokesman', 'Deputy Director, Army Public Relations']",[],[],12,6ab9c4ae-b626-4f4b-9a3e-d90d19518ab8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6ab9c4ae-b626-4f4b-9a3e-d90d19518ab8.txt
Umar Adams,Umar Adams,['Captain'],['Captain'],['spokesperson'],['spokesperson'],[],['Operation Safe Haven'],17,6ab9c4ae-b626-4f4b-9a3e-d90d19518ab8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6ab9c4ae-b626-4f4b-9a3e-d90d19518ab8.txt
Salihu Uba,Salihu Uba,['Major General'],['Major General'],['Commandant'],['Commandant'],['Nigeria Army Peacekeeping Centre'],['Nigeria Army Peacekeeping Centre'],4,043dfc11-fa5b-4381-8769-7763eef70a1d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/043dfc11-fa5b-4381-8769-7763eef70a1d.txt
Uba,,[],[],[],[],"['United Nations', 'Centre of Excellence']",[],8,043dfc11-fa5b-4381-8769-7763eef70a1d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/043dfc11-fa5b-4381-8769-7763eef70a1d.txt
Ahmad Jibrin,Ahmad Jibrin,['Major General'],['Major General'],['General Officer Commanding'],['General Officer Commanding'],['2 Division'],"['2 Division,']",9,043dfc11-fa5b-4381-8769-7763eef70a1d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/043dfc11-fa5b-4381-8769-7763eef70a1d.txt
Johnson Oladende,,['Brigadier General'],[],[],[],[],[],10,043dfc11-fa5b-4381-8769-7763eef70a1d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/043dfc11-fa5b-4381-8769-7763eef70a1d.txt
Driver Beats Policeman,,['Nigeria:'],[],[],[],['Death in Benin'],[],1,61dea0fe-8477-40bb-9624-4f908b2fd31d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/61dea0fe-8477-40bb-9624-4f908b2fd31d.txt
Noble Uwoh,Noble Uwoh,['DSP'],['DSP'],['Public Relations Officer'],['Public Relations Officer'],['Edo State Police Command'],['Edo State Police Command'],3,61dea0fe-8477-40bb-9624-4f908b2fd31d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/61dea0fe-8477-40bb-9624-4f908b2fd31d.txt
Azazi Insists,,[],[],[],[],['Bakassi Killings: Nigerian Soldiers Not Involved'],[],1,96c03f26-869e-4967-80c0-0e2de256d730,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/96c03f26-869e-4967-80c0-0e2de256d730.txt
Andrew Azazi,Andrew Azazi,['General'],['General'],['Chief of Defence Staff'],"['Chief of Defence Staff,']",[],[],2,96c03f26-869e-4967-80c0-0e2de256d730,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/96c03f26-869e-4967-80c0-0e2de256d730.txt
Azazi,,[],[],[],[],[],[],6,96c03f26-869e-4967-80c0-0e2de256d730,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/96c03f26-869e-4967-80c0-0e2de256d730.txt
Azubuike Ihejirika,Azubuike Ihejirika,['Lt. General'],['Lt. Genera'],['Chief of Army Staff'],['Chief of Army Staff'],[],[],3,315f389c-9801-49e7-a562-440fad134991,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/315f389c-9801-49e7-a562-440fad134991.txt
Ihejirika,Ihejirika,['General'],['General'],[],[],[],[],8,315f389c-9801-49e7-a562-440fad134991,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/315f389c-9801-49e7-a562-440fad134991.txt
Sunday Idoko,Sunday Idoko,['Major General'],['Major General'],['General Officer Commanding'],['General Officer Commanding'],['3rd Armoured Division'],['3rd Armoured Division'],13,315f389c-9801-49e7-a562-440fad134991,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/315f389c-9801-49e7-a562-440fad134991.txt
Agbo Robinson,Agbo Robinson,['Brigadier General'],['Brigadier General'],[],['Brigade commander'],['33 Artillery Brigade'],['33 Artillery Brigade'],14,315f389c-9801-49e7-a562-440fad134991,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/315f389c-9801-49e7-a562-440fad134991.txt
Muhammadu Inuwa Bello,,[],[],"['Chairman, Operations']",[],['State Emergency Management'],[],16,315f389c-9801-49e7-a562-440fad134991,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/315f389c-9801-49e7-a562-440fad134991.txt
Abubakar Atiku Bagudu,,['Governor'],[],[],[],[],[],2,d9090269-1988-420d-a0fc-2085c0066a92,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d9090269-1988-420d-a0fc-2085c0066a92.txt
Governor Bagudu,,[],[],[],[],[],[],4,d9090269-1988-420d-a0fc-2085c0066a92,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d9090269-1988-420d-a0fc-2085c0066a92.txt
Adamu Aliyu,Adamu Aliyu,['Capt'],['Capt.'],['Acting Commanding Officer'],['Acting Commanding Officer'],"['1 Battalion', 'Nigerian Army']",['1 Battalion'],8,d9090269-1988-420d-a0fc-2085c0066a92,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d9090269-1988-420d-a0fc-2085c0066a92.txt
Adamu Abubakar,Adamu Abubakar,['Major General'],['Major General'],"['General Officer Commanding, GOC']",['General Officer Commanding'],['82 Division'],['82 Division'],4,eb517afd-319c-4949-9a40-63752bef4001,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/eb517afd-319c-4949-9a40-63752bef4001.txt
Lasisi Adegboye,Lasisi Adegboye,['Brig-Gen'],['Brig-Gen.'],[],[],[],[],4,eb517afd-319c-4949-9a40-63752bef4001,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/eb517afd-319c-4949-9a40-63752bef4001.txt
Lasisi Adegboye,Lasisi Adegboye,['Brig- Gen'],['Brig- Gen.'],[],[],[],[],5,eb517afd-319c-4949-9a40-63752bef4001,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/eb517afd-319c-4949-9a40-63752bef4001.txt
Umaru Musa Yar'Adua,,[],[],[],[],[],[],2,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Paul Dike,Paul Dike,['Air Marshal'],['Air Marshal'],['Chief of Defence Staff'],['Chief of Defence Staf'],[],[],4,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Dike,Dike,['Air Marshal'],['ir Marshal'],[],[],[],[],4,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Andrew Azazi,Andrew Azazi,['General'],['General'],[],[],[],[],4,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
A.B. Dambazau,A.B. Dambazau,['Major-General'],['Major-General'],[],['Chief of Army Staff'],[],[],5,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Luka Yusuf,Luka Yusuf,['Lieutenant-General'],['Lieutenant-General'],[],[],[],[],5,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Dambazau,Dambazau,['Maj.-Gen'],['Maj.-Gen'],"['Chief of Army Staff', 'General Officer Commanding']",['General Officer Commanding'],"['2nd Division', 'Nigerian Army']",['2nd Division'],5,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Isaiah Iko Ibrahim,Isaiah Iko Ibrahim,['Rear Admiral'],['Rear Admiral'],[],['Chief of Naval Staff'],['Naval Training Command'],[],6,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
G.T.A. Adekeye,G.T.A. Adekeye,['Vice Admiral'],['Vice Admiral'],[],[],[],[],6,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Ibrahim,Ibrahim,['Rear Admiral'],['Rear Admiral'],[],['Flag Officer Commanding'],[],['Naval Training Command'],6,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Oluseyi Petinrin,Oluseyi Petinrin,['Air Marshal'],['Air Marshal'],[],['Chief of Air Staff'],[],[],6,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Petinrin,Petinrin,['Air Marshal'],['Air Marshal'],"['Chief of Naval Staff', 'Flag Officer Commanding', 'Chief of Air Staff', 'Air Officer Commanding']",['Air Officer Commanding'],['Nigerian Air Force Training Command'],['Nigerian Air Force Training Command'],6,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Yar’adua,,[],[],[],[],[],[],7,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Imoke’s,,[],[],[],[],['Liyel Imoke'],[],7,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Umaru Musa Yar'adua,,[],[],[],[],[],[],11,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Aso Rock,,[],[],[],[],[],[],13,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Saharareporters,,[],[],[],[],[],[],13,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Yar’adua’s,,[],[],[],[],[],[],13,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Muslim,,[],[],[],[],[],[],13,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Yar’adua,,[],[],[],[],[],[],15,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Rock Villa,,['Aso'],[],[],[],[],[],16,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Yar’adua,,[],[],[],[],[],[],17,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Yar’adua,,[],[],[],[],[],[],18,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Turai Yar’adua,,[],[],[],[],[],[],19,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Churg Strauss,,[],[],[],[],[],[],21,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Bilfinger Berger,,[],[],[],[],"[""Julius Berger, Nigeria's""]",[],22,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
Julius Berger,,[],[],[],[],[],[],23,361de417-fe5f-4a76-9637-144f104713db,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/361de417-fe5f-4a76-9637-144f104713db.txt
